appid,Name,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,July 2022,August 2022,September 2022,October 2022,November 2022,December 2022
1291110.0,Poly Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291370.0,Lotion samurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292050.0,Pure Soul: The Journey of the Witch Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293830.0,Forza Horizon 4,,,,,,,,,,,,,,,,,,,,,,,,,,,10623.73,12156.17,7695.53,9072.06,15263.84,8020.42,7745.29,7454.5,7961.78,10555.54,9617.96,8004.6,4967.73,6907.97,5860.88,6470.15,6863.04,4759.2,11965.31,8690.51,6468.95,6920.25
1294450.0,Little Witch Academia: VR Broom Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296680.0,Cute Triplets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297030.0,Sycamore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297890.0,Rocky Ride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298310.0,Rhythm Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299000.0,Toasted!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301010.0,World Racing 2 - Champion Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5
1301500.0,Quarry Simulator 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301560.0,Space Roaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301950.0,Time Loader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62,2.73,2.7,2.11,2.45,1.38,2.26,1.97,2.32,2.29,2.18,2.93
1301990.0,Electro Ride Prologue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302110.0,Inertial Drift: Sunset Prologue,,,,,,,,,,,,,,,,,,12.83,10.91,9.78,9.61,4.01,3.73,6.45,3.44,3.84,3.7,2.93,3.16,2.96,3.32,2.93,2.96,2.77,2.72,1.85,2.47,2.51,2.44,2.51,2.68,2.64,3.05,2.67,2.26,2.78,2.8,2.6
1302180.0,Racing Juke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302510.0,Vaporwave Road VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303170.0,MelDEV Power Boat Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303260.0,Drift Racing Rally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303280.0,Dirt Bike Motocross Stunts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303990.0,Mini Motor Racing X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304170.0,Drifter King Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304340.0,Monster Energy Supercross - The Official Videogame 4,,,,,,,,,,,,,,,,,,,,,,,,,,,189.26,113.41,81.09,42.74,35.52,30.19,28.81,32.15,29.15,33.79,48.42,55.23,35.92,19.33,15.52,15.39,12.43,11.94,9.33,8.98,13.08,10.73
1305380.0,"VR Fitness Gym (Cycling, Marathon, Football, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306180.0,Retrocycles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,3.01,1.88,1.41,1.49,1.76,1.54,1.33,0.92,1.07,1.01,0.94,1.79,1.89,1.45,1.64
1306240.0,Freelance Trucker: Insurance Fraud Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307090.0,Barro Racing,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.19,1.89,0.67,1.28,0.81,1.17,0.99,0.5,1.71,30.78,5.12,51.63,36.49,21.15,26.34,37.5,16.34,52.93,21.28,15.08,16.55,10.62,19.44,21.81
1307710.0,GRID Legends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.32,100.78,81.41,93.5,66.67,56.96,79.7,86.25,105.46,91.12
1308140.0,Drive & Drift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310350.0,Loco Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311150.0,Long Car Journey - A road trip game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
1312160.0,Astro Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313640.0,The Lost Marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315100.0,Jumping Jax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316310.0,WAVE RIDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318280.0,OverShoot Battle Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318940.0,Forkdrift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.01,3.8,2.79,1.61,1.0,1.25,1.49,1.29,0.81,1.09
1322600.0,Pizza Bike Rider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.49
1322700.0,Brain Boom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324350.0,Turbo Golf Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.02,27.18,15.98,15.18,11.77
1324410.0,Car Parking Simulator VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324630.0,Drive-By Cop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324730.0,Steam revolution VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328050.0,Tornado Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328470.0,Covid-Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328660.0,Need for Speed™ Hot Pursuit Remastered,,,,,,,,,,,,,,,,,,,,,,,256.58,185.16,164.96,154.98,125.66,106.6,97.9,169.54,158.58,125.23,159.23,196.3,114.36,159.12,162.43,181.27,151.5,118.18,126.62,168.13,151.11,121.66,128.12,147.62,259.62,292.08
1329400.0,Space Dogfight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329600.0,Karting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,0.74,1.35,3.6,1.18,6.54,2.6,2.27,1.23,2.27,1.11,18.22,20.76,12.54
1330570.0,RUN! GRANDPA! RUN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333090.0,Gravity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,0.43,1.52,2.73,0.73,0.31,0.45,1.09
1333270.0,Crazy Derby Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333410.0,Stream Racer,,,,,,,,,,,,,,,,,,24.44,25.54,17.64,11.42,8.64,6.29,6.72,8.33,8.91,10.32,10.08,10.5,9.27,9.13,8.82,8.31,6.99,6.65,7.04,8.07,9.66,10.28,8.65,9.53,8.8,7.98,7.37,7.55,6.52,6.86,7.73
1334240.0,Sunset 20 Drone Racer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335020.0,Mind Over Melee Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336560.0,Hashiriya Drifter-Online Drift Racing Multiplayer (DRIFT/DRAG/RACING),,,,,,,,,,,,,,,,,,,5.98,3.89,3.3,2.99,1.68,1.27,5.65,8.74,15.14,41.18,21.34,16.22,28.77,12.91,7.88,7.8,4.95,4.17,5.86,3.95,4.74,4.57,7.89,5.26,7.74,4.71,3.0,2.4,3.91,6.36
1337330.0,Woden GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338520.0,Bouncy Cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339620.0,Action SuperCross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340020.0,Aster Fpv Drone Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341250.0,Reiterland - Meine Rennpferde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341640.0,Hard Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341650.0,Hard Driver 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343310.0,Space Wave Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343970.0,The Running Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,0.53,0.17,1.1,0.77,0.85,0.7,0.91
1344800.0,Twin-Turbo Supercharged Nitro-Fueled Papamobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.47
1345280.0,Slide - Animal Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345390.0,Batallas Galacticas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345820.0,Ragnarock,,,,,,,,,,,,,,,,,,,,,,,,20.59,17.69,23.37,26.99,27.23,29.79,18.82,30.0,26.15,24.33,20.56,21.2,23.72,27.61,23.54,22.23,39.05,37.38,31.86,30.0,21.82,20.46,18.87,20.39,24.98
1346010.0,RiMS Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.75,24.55,32.25,11.39,8.3,6.63,65.48,6.96,6.57,6.42,5.39,6.54,4.93,4.53,4.08,5.39,3.47
1346790.0,Fly Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346890.0,Motoride Rollercoaster VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347130.0,Kinetic Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347390.0,Beaver Fun™ River Run - Steam Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347960.0,Enga Extreme Battle Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349100.0,GALAXY CRISIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350580.0,Poly Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352040.0,Fury Captain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352070.0,Truck Crash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352340.0,Rolling Hamster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352480.0,Spell Karts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353790.0,"Neko Ghost, Jump! Prologue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355880.0,SpermDash精疲力尽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357220.0,PogoChamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357410.0,Road Z : The Last Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357430.0,Rocket Rumble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360820.0,The Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362040.0,Dungeon Swappers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362650.0,Rolling Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363200.0,Wings Of Legends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364500.0,Drive or Die,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365030.0,Cybershock: Future Parkour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365710.0,Simple Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367530.0,Rekt: Crash Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367690.0,Tony Stewart's All-American Racing,,,,,,,,,,,,,,,,,,,,,24.0,11.16,10.85,9.4,9.83,6.89,5.22,6.41,6.24,5.87,6.36,5.78,3.85,4.43,5.71,5.06,5.12,4.57,3.14,3.53,6.52,6.51,5.15,5.5,5.31,4.62,4.22,5.12
1369670.0,Motor Town: Behind The Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.98,279.35,224.13,134.51,99.43,85.76,63.59,83.03,107.02,102.83,106.81,112.37,119.22
1370390.0,Offroad Horizons: Arcade Rock Crawling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370430.0,Police Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370850.0,Elasto Mania II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371090.0,Illegal Race Tuning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371860.0,Space Cube Racers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372260.0,Watch Your Helmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372730.0,Phaseshift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374010.0,Grand Prix Racing On Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374400.0,Where Is My Parking Spot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374700.0,BIG-Bobby-Car – The Big Race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375280.0,CosmoDrive:Infinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375430.0,MotoRun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375650.0,Crystal Chasers League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376360.0,AVANTI - The Joy of Driving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377920.0,Big Mutha Truckers 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,1.36,1.39,1.38,1.19,1.22,1.14,1.06,1.15,0.96,1.01,1.67,1.29
1377980.0,RX Racing 2020 Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378800.0,Squad 51 vs. the Flying Saucers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380060.0,Urban Trial Tricky™ Deluxe Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380510.0,Shark Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.8
1380520.0,Racing Outlaws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381440.0,80's OVERDRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,1.1,1.31,1.59,3.49,1.53,1.18,1.5,1.76,1.27,0.88,1.57,1.15,1.3,1.71,2.05,1.9
1382980.0,Fech The Ferret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383120.0,LouveSystems' TrackMasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383440.0,INSIDE LIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383570.0,Ballex²: The Hanging Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,2.63,2.4,2.32,2.17
1383650.0,Drone VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383730.0,Absolutely Goode Championship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383770.0,Interstate Drifter 1999,,,,,,,,,,,,,,,,,,,,,,,,11.96,9.85,4.61,3.96,2.26,1.84,1.79,2.0,1.49,1.05,1.18,1.0,1.51,1.01,1.32,1.16,1.28,1.09,1.22,1.64,0.94,1.16,1.27,1.25,1.07
1383960.0,Nickelodeon Kart Racers 2: Grand Prix,,,,,,,,,,,,,,,,,,,,,,,,9.35,6.06,8.32,6.49,8.15,7.86,8.31,7.47,7.6,5.02,5.51,6.37,8.79,9.68,6.47,16.78,9.33,9.81,9.67,8.7,7.43,6.21,7.93,5.35,6.12
1385680.0,Corpse Box Racers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385760.0,Super Marble Brothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386310.0,Airplane Racer 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386560.0,Fancy Skiing Ⅲ Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388370.0,Heroic Armored Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389040.0,Drift Racer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389190.0,Rear of Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389610.0,Hell Road VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389780.0,Running Challenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391550.0,Amusemos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391610.0,Drifters Don't Brake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392600.0,Kazakh Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393490.0,CheeseCube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393930.0,Speedway Challenge 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,4.62,4.57,3.38,4.91,5.73,3.9,3.38,3.13,2.25,1.64
1394460.0,RXC - Rally Cross Challenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
1397650.0,Jetborne Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398990.0,ANCIENT SOULS: Starship Renata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399160.0,御剑飞行射击训练空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400980.0,My Neighborhood Arcade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401880.0,Midnight Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403350.0,Supfly Delivery Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403680.0,Bob Mazzolini Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408490.0,Historical Games: Chariot Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410200.0,Uranus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414550.0,Tunnel Blast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414680.0,Geometry Rocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415140.0,Kandidatos Kart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415320.0,PalmRide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416690.0,4X4 Masters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417840.0,跳跃练习生/Jump Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419440.0,Truck Truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420850.0,CyberTaxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421970.0,Time Loader: First Memories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422260.0,The Last Element: Looking For Tomorrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422280.0,Torqued Up Legends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422910.0,Agent Klutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423010.0,Zephyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424350.0,Bunny Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424910.0,KEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59,3.23,2.06,35.09,5.41,2.39,1.63,1.06,1.15
1425170.0,Car Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760.0,RoboSquare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428140.0,Riding Seas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431100.0,RollerBaller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431340.0,SOL Cycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432320.0,Liftoff®: Micro Drones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.41,8.52,6.16,6.35,6.4,8.26,8.12,8.48,8.26,8.39,9.21,8.9,9.25
1433010.0,Tennis Manager 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.66,71.4,47.93,27.32,47.03,39.27,29.4,34.19,56.94,40.7,27.2,28.0,39.91,30.76,24.66,10.77,11.0,7.2,7.12,7.49
1433570.0,Car Detailing Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.82,58.67,37.3,22.08,19.18,15.95,11.93,11.37,16.17
1433890.0,Lawnmower Game: Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64
1434040.0,Slide Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434320.0,Fast & Furious: Spy Racers Rise of SH1FT3R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434330.0,Blaze and the Monster Machines: Axle City Racers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434510.0,Park The Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435090.0,Bloody Rally Show: Prologue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,4.89,2.61,2.04,0.78
1439300.0,NASCAR 21: Ignition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,20.33,17.28,22.35,19.97,15.22,14.93,10.61,12.48,11.79,10.93,21.68,13.26,11.26
1439710.0,Theo's World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440670.0,Zeepkist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,1.79,1.42,1.9,8.72,46.95,76.4,63.67,61.58,59.09,73.55,98.77,59.83,39.69
1442170.0,KILLRUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.66,7.95,2.41,1.37,6.53
1443330.0,Speedy Golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443630.0,Turbo Sloths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445630.0,Retrowave Drift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
